[decomp/ida_decompiled.c:4617]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:8083]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:8115]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:8139]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:8157]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:8959]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:8975]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:10047]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:10075]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:10339]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:10357]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:10841]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:10861]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:10881]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:10912]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:10936]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:11296]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:11324]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:12141]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:12169]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:12197]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:12765]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:12785]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:12844]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:12872]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:12896]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:13725]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:13743]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:14804]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:14824]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:14952]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:14976]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:15715]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:15744]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:16724]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:16740]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:17237]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:17265]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:17289]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:17590]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:17617]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:17640]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:17935]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:17955]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:17975]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:18264]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:18296]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:18383]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:18417]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:18834]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:18873]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:20268]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:20288]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:20308]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:20989]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:21017]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:21041]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:21065]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:21092]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:21330]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:21354]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:21792]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:21810]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:22194]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:22214]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:22234]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:22595]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:22615]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:23663]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:23690]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:23713]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:23929]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:23957]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:23981]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:24171]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:24199]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:24223]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:24369]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:24405]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:24437]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:25026]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:25042]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:25098]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:25126]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:25154]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:25309]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:25325]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:25643]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:25672]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:25765]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:25786]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:26306]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:26342]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:26374]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:26533]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:26568]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:26599]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:26634]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:26662]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:26690]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:27111]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:27139]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:27195]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:27211]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:27308]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:27340]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:27747]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:27782]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:27813]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:28401]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:28437]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:28469]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:28706]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:28725]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:29112]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:29130]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:29333]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:29349]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:29846]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:29874]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:29898]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:30721]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:30741]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:30913]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:30932]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:31592]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:31608]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:31624]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:31640]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:31692]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:31712]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:33025]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:33045]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:33065]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:34337]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:34353]: (error) Array 's[99]' accessed at index 99, which is out of bounds.
[decomp/ida_decompiled.c:34475]: (warning) wprintf format string requires 0 parameters but 1 is given.
[decomp/ida_decompiled.c:34482]: (warning) %d in format string (no. 1) requires 'int' but the argument type is 'unsigned int'.
[decomp/ida_decompiled.c:34488]: (warning) %hd in format string (no. 1) requires 'short' but the argument type is 'unsigned int'.
[decomp/ida_decompiled.c:34553]: (warning) %d in format string (no. 1) requires 'int' but the argument type is 'unsigned int'.
[decomp/ida_decompiled.c:34553]: (warning) %d in format string (no. 2) requires 'int' but the argument type is 'unsigned int'.
[decomp/ida_decompiled.c:3586]: (warning) Obsolete function 'alloca' called. In C99 and later it is recommended to use a variable length array instead.
[decomp/ida_decompiled.c:3588]: (warning) Obsolete function 'alloca' called. In C99 and later it is recommended to use a variable length array instead.
[decomp/ida_decompiled.c:3605]: (warning) Obsolete function 'alloca' called. In C99 and later it is recommended to use a variable length array instead.
[decomp/ida_decompiled.c:3607]: (warning) Obsolete function 'alloca' called. In C99 and later it is recommended to use a variable length array instead.
[decomp/ida_decompiled.c:3644]: (warning) Obsolete function 'alloca' called. In C99 and later it is recommended to use a variable length array instead.
[decomp/ida_decompiled.c:3646]: (warning) Obsolete function 'alloca' called. In C99 and later it is recommended to use a variable length array instead.
[decomp/ida_decompiled.c:3693]: (warning) Obsolete function 'alloca' called. In C99 and later it is recommended to use a variable length array instead.
[decomp/ida_decompiled.c:3695]: (warning) Obsolete function 'alloca' called. In C99 and later it is recommended to use a variable length array instead.
[decomp/ida_decompiled.c:3742]: (warning) Obsolete function 'alloca' called. In C99 and later it is recommended to use a variable length array instead.
[decomp/ida_decompiled.c:3744]: (warning) Obsolete function 'alloca' called. In C99 and later it is recommended to use a variable length array instead.
[decomp/ida_decompiled.c:3800]: (warning) Obsolete function 'alloca' called. In C99 and later it is recommended to use a variable length array instead.
[decomp/ida_decompiled.c:3802]: (warning) Obsolete function 'alloca' called. In C99 and later it is recommended to use a variable length array instead.
[decomp/ida_decompiled.c:3853]: (warning) Obsolete function 'alloca' called. In C99 and later it is recommended to use a variable length array instead.
[decomp/ida_decompiled.c:3855]: (warning) Obsolete function 'alloca' called. In C99 and later it is recommended to use a variable length array instead.
[decomp/ida_decompiled.c:3899]: (warning) Obsolete function 'alloca' called. In C99 and later it is recommended to use a variable length array instead.
[decomp/ida_decompiled.c:3901]: (warning) Obsolete function 'alloca' called. In C99 and later it is recommended to use a variable length array instead.
[decomp/ida_decompiled.c:3928]: (warning) Obsolete function 'alloca' called. In C99 and later it is recommended to use a variable length array instead.
[decomp/ida_decompiled.c:3930]: (warning) Obsolete function 'alloca' called. In C99 and later it is recommended to use a variable length array instead.
[decomp/ida_decompiled.c:3961]: (warning) Obsolete function 'alloca' called. In C99 and later it is recommended to use a variable length array instead.
[decomp/ida_decompiled.c:3963]: (warning) Obsolete function 'alloca' called. In C99 and later it is recommended to use a variable length array instead.
[decomp/ida_decompiled.c:3997]: (warning) Obsolete function 'alloca' called. In C99 and later it is recommended to use a variable length array instead.
[decomp/ida_decompiled.c:3999]: (warning) Obsolete function 'alloca' called. In C99 and later it is recommended to use a variable length array instead.
[decomp/ida_decompiled.c:4026]: (warning) Obsolete function 'alloca' called. In C99 and later it is recommended to use a variable length array instead.
[decomp/ida_decompiled.c:4028]: (warning) Obsolete function 'alloca' called. In C99 and later it is recommended to use a variable length array instead.
[decomp/ida_decompiled.c:4059]: (warning) Obsolete function 'alloca' called. In C99 and later it is recommended to use a variable length array instead.
[decomp/ida_decompiled.c:4061]: (warning) Obsolete function 'alloca' called. In C99 and later it is recommended to use a variable length array instead.
[decomp/ida_decompiled.c:4206]: (warning) Obsolete function 'alloca' called. In C99 and later it is recommended to use a variable length array instead.
[decomp/ida_decompiled.c:4208]: (warning) Obsolete function 'alloca' called. In C99 and later it is recommended to use a variable length array instead.
[decomp/ida_decompiled.c:4225]: (warning) Obsolete function 'alloca' called. In C99 and later it is recommended to use a variable length array instead.
[decomp/ida_decompiled.c:4227]: (warning) Obsolete function 'alloca' called. In C99 and later it is recommended to use a variable length array instead.
[decomp/ida_decompiled.c:4253]: (warning) Obsolete function 'alloca' called. In C99 and later it is recommended to use a variable length array instead.
[decomp/ida_decompiled.c:4255]: (warning) Obsolete function 'alloca' called. In C99 and later it is recommended to use a variable length array instead.
[decomp/ida_decompiled.c:4278]: (warning) Obsolete function 'alloca' called. In C99 and later it is recommended to use a variable length array instead.
[decomp/ida_decompiled.c:4280]: (warning) Obsolete function 'alloca' called. In C99 and later it is recommended to use a variable length array instead.
[decomp/ida_decompiled.c:4322]: (warning) Obsolete function 'alloca' called. In C99 and later it is recommended to use a variable length array instead.
[decomp/ida_decompiled.c:4324]: (warning) Obsolete function 'alloca' called. In C99 and later it is recommended to use a variable length array instead.
[decomp/ida_decompiled.c:4359]: (warning) Obsolete function 'alloca' called. In C99 and later it is recommended to use a variable length array instead.
[decomp/ida_decompiled.c:4361]: (warning) Obsolete function 'alloca' called. In C99 and later it is recommended to use a variable length array instead.
[decomp/ida_decompiled.c:4522]: (warning) Obsolete function 'alloca' called. In C99 and later it is recommended to use a variable length array instead.
[decomp/ida_decompiled.c:4524]: (warning) Obsolete function 'alloca' called. In C99 and later it is recommended to use a variable length array instead.
[decomp/ida_decompiled.c:4547]: (warning) Obsolete function 'alloca' called. In C99 and later it is recommended to use a variable length array instead.
[decomp/ida_decompiled.c:4549]: (warning) Obsolete function 'alloca' called. In C99 and later it is recommended to use a variable length array instead.
[decomp/ida_decompiled.c:4572]: (warning) Obsolete function 'alloca' called. In C99 and later it is recommended to use a variable length array instead.
[decomp/ida_decompiled.c:4574]: (warning) Obsolete function 'alloca' called. In C99 and later it is recommended to use a variable length array instead.
[decomp/ida_decompiled.c:4605]: (warning) Obsolete function 'alloca' called. In C99 and later it is recommended to use a variable length array instead.
[decomp/ida_decompiled.c:4607]: (warning) Obsolete function 'alloca' called. In C99 and later it is recommended to use a variable length array instead.
[decomp/ida_decompiled.c:4637]: (warning) Obsolete function 'alloca' called. In C99 and later it is recommended to use a variable length array instead.
[decomp/ida_decompiled.c:4639]: (warning) Obsolete function 'alloca' called. In C99 and later it is recommended to use a variable length array instead.
[decomp/ida_decompiled.c:4673]: (warning) Obsolete function 'alloca' called. In C99 and later it is recommended to use a variable length array instead.
[decomp/ida_decompiled.c:4675]: (warning) Obsolete function 'alloca' called. In C99 and later it is recommended to use a variable length array instead.
[decomp/ida_decompiled.c:4818]: (warning) Obsolete function 'alloca' called. In C99 and later it is recommended to use a variable length array instead.
[decomp/ida_decompiled.c:4820]: (warning) Obsolete function 'alloca' called. In C99 and later it is recommended to use a variable length array instead.
[decomp/ida_decompiled.c:4850]: (warning) Obsolete function 'alloca' called. In C99 and later it is recommended to use a variable length array instead.
[decomp/ida_decompiled.c:4852]: (warning) Obsolete function 'alloca' called. In C99 and later it is recommended to use a variable length array instead.
[decomp/ida_decompiled.c:4886]: (warning) Obsolete function 'alloca' called. In C99 and later it is recommended to use a variable length array instead.
[decomp/ida_decompiled.c:4888]: (warning) Obsolete function 'alloca' called. In C99 and later it is recommended to use a variable length array instead.
[decomp/ida_decompiled.c:4931]: (warning) Obsolete function 'alloca' called. In C99 and later it is recommended to use a variable length array instead.
[decomp/ida_decompiled.c:4933]: (warning) Obsolete function 'alloca' called. In C99 and later it is recommended to use a variable length array instead.
[decomp/ida_decompiled.c:4967]: (warning) Obsolete function 'alloca' called. In C99 and later it is recommended to use a variable length array instead.
[decomp/ida_decompiled.c:4969]: (warning) Obsolete function 'alloca' called. In C99 and later it is recommended to use a variable length array instead.
[decomp/ida_decompiled.c:5002]: (warning) Obsolete function 'alloca' called. In C99 and later it is recommended to use a variable length array instead.
[decomp/ida_decompiled.c:5004]: (warning) Obsolete function 'alloca' called. In C99 and later it is recommended to use a variable length array instead.
[decomp/ida_decompiled.c:5031]: (warning) Obsolete function 'alloca' called. In C99 and later it is recommended to use a variable length array instead.
[decomp/ida_decompiled.c:5033]: (warning) Obsolete function 'alloca' called. In C99 and later it is recommended to use a variable length array instead.
[decomp/ida_decompiled.c:5064]: (warning) Obsolete function 'alloca' called. In C99 and later it is recommended to use a variable length array instead.
[decomp/ida_decompiled.c:5066]: (warning) Obsolete function 'alloca' called. In C99 and later it is recommended to use a variable length array instead.
[decomp/ida_decompiled.c:5112]: (warning) Obsolete function 'alloca' called. In C99 and later it is recommended to use a variable length array instead.
[decomp/ida_decompiled.c:5114]: (warning) Obsolete function 'alloca' called. In C99 and later it is recommended to use a variable length array instead.
[decomp/ida_decompiled.c:5140]: (warning) Obsolete function 'alloca' called. In C99 and later it is recommended to use a variable length array instead.
[decomp/ida_decompiled.c:5142]: (warning) Obsolete function 'alloca' called. In C99 and later it is recommended to use a variable length array instead.
[decomp/ida_decompiled.c:5172]: (warning) Obsolete function 'alloca' called. In C99 and later it is recommended to use a variable length array instead.
[decomp/ida_decompiled.c:5174]: (warning) Obsolete function 'alloca' called. In C99 and later it is recommended to use a variable length array instead.
[decomp/ida_decompiled.c:5466]: (warning) Obsolete function 'alloca' called. In C99 and later it is recommended to use a variable length array instead.
[decomp/ida_decompiled.c:5468]: (warning) Obsolete function 'alloca' called. In C99 and later it is recommended to use a variable length array instead.
[decomp/ida_decompiled.c:5495]: (warning) Obsolete function 'alloca' called. In C99 and later it is recommended to use a variable length array instead.
[decomp/ida_decompiled.c:5497]: (warning) Obsolete function 'alloca' called. In C99 and later it is recommended to use a variable length array instead.
[decomp/ida_decompiled.c:5625]: (warning) Obsolete function 'alloca' called. In C99 and later it is recommended to use a variable length array instead.
[decomp/ida_decompiled.c:5627]: (warning) Obsolete function 'alloca' called. In C99 and later it is recommended to use a variable length array instead.
[decomp/ida_decompiled.c:5653]: (warning) Obsolete function 'alloca' called. In C99 and later it is recommended to use a variable length array instead.
[decomp/ida_decompiled.c:5655]: (warning) Obsolete function 'alloca' called. In C99 and later it is recommended to use a variable length array instead.
[decomp/ida_decompiled.c:5681]: (warning) Obsolete function 'alloca' called. In C99 and later it is recommended to use a variable length array instead.
[decomp/ida_decompiled.c:5683]: (warning) Obsolete function 'alloca' called. In C99 and later it is recommended to use a variable length array instead.
[decomp/ida_decompiled.c:5718]: (warning) Obsolete function 'alloca' called. In C99 and later it is recommended to use a variable length array instead.
[decomp/ida_decompiled.c:5720]: (warning) Obsolete function 'alloca' called. In C99 and later it is recommended to use a variable length array instead.
[decomp/ida_decompiled.c:5750]: (warning) Obsolete function 'alloca' called. In C99 and later it is recommended to use a variable length array instead.
[decomp/ida_decompiled.c:5752]: (warning) Obsolete function 'alloca' called. In C99 and later it is recommended to use a variable length array instead.
[decomp/ida_decompiled.c:6075]: (warning) Obsolete function 'alloca' called. In C99 and later it is recommended to use a variable length array instead.
[decomp/ida_decompiled.c:6077]: (warning) Obsolete function 'alloca' called. In C99 and later it is recommended to use a variable length array instead.
[decomp/ida_decompiled.c:6128]: (warning) Obsolete function 'alloca' called. In C99 and later it is recommended to use a variable length array instead.
[decomp/ida_decompiled.c:6130]: (warning) Obsolete function 'alloca' called. In C99 and later it is recommended to use a variable length array instead.
[decomp/ida_decompiled.c:6185]: (warning) Obsolete function 'alloca' called. In C99 and later it is recommended to use a variable length array instead.
[decomp/ida_decompiled.c:6187]: (warning) Obsolete function 'alloca' called. In C99 and later it is recommended to use a variable length array instead.
[decomp/ida_decompiled.c:6231]: (warning) Obsolete function 'alloca' called. In C99 and later it is recommended to use a variable length array instead.
[decomp/ida_decompiled.c:6233]: (warning) Obsolete function 'alloca' called. In C99 and later it is recommended to use a variable length array instead.
[decomp/ida_decompiled.c:6250]: (warning) Obsolete function 'alloca' called. In C99 and later it is recommended to use a variable length array instead.
[decomp/ida_decompiled.c:6252]: (warning) Obsolete function 'alloca' called. In C99 and later it is recommended to use a variable length array instead.
[decomp/ida_decompiled.c:6275]: (warning) Obsolete function 'alloca' called. In C99 and later it is recommended to use a variable length array instead.
[decomp/ida_decompiled.c:6277]: (warning) Obsolete function 'alloca' called. In C99 and later it is recommended to use a variable length array instead.
[decomp/ida_decompiled.c:6294]: (warning) Obsolete function 'alloca' called. In C99 and later it is recommended to use a variable length array instead.
[decomp/ida_decompiled.c:6296]: (warning) Obsolete function 'alloca' called. In C99 and later it is recommended to use a variable length array instead.
[decomp/ida_decompiled.c:6566]: (warning) Obsolete function 'alloca' called. In C99 and later it is recommended to use a variable length array instead.
[decomp/ida_decompiled.c:6568]: (warning) Obsolete function 'alloca' called. In C99 and later it is recommended to use a variable length array instead.
